sph_enrich = [0.21125000000000002, 0.185986328125, 0.1675, 0.15488769531250002, 0.1449560546875, 0.13704589843750004, 0.13089355468750002, 0.12605957031250004, 0.1217529296875, 0.11850097656250001, 0.11551269531250001, 0.11287597656250002, 0.11076660156250002, 0.10900878906250001, 0.10733886718750002, 0.1058447265625, 0.10470214843749999, 0.1035595703125, 0.1024609375, 0.1018017578125, 0.10092285156250001]
sph_beta = [0.00715991, 0.0071925, 0.00720347, 0.00720601, 0.00717591, 0.00716456, 0.00714842, 0.00713598, 0.00715113, 0.00712967, 0.00712944, 0.00713755, 0.00713424, 0.00712708, 0.00711193, 0.00712221, 0.00710098, 0.00712775, 0.0071407, 0.00709231, 0.00708854]
sph_beta_err = [1.3102635300000001e-05, 1.2874575e-05, 1.25340378e-05, 1.1745796299999999e-05, 1.19837697e-05, 1.23946888e-05, 1.2152313999999999e-05, 1.27020444e-05, 1.28005227e-05, 1.2120439e-05, 1.1763576e-05, 1.2276586e-05, 1.1771496e-05, 1.2614931600000001e-05, 1.35837863e-05, 1.16804244e-05, 1.23557052e-05, 1.16182325e-05, 1.1782154999999999e-05, 1.16313884e-05, 1.30429136e-05]
sph_mngt = [8.95514e-07, 9.30392e-07, 9.61829e-07, 9.78453e-07, 9.93027e-07, 1.00604e-06, 1.01522e-06, 1.02142e-06, 1.02781e-06, 1.03124e-06, 1.03587e-06, 1.04072e-06, 1.04403e-06, 1.04554e-06, 1.04793e-06, 1.05001e-06, 1.05085e-06, 1.0525e-06, 1.054e-06, 1.05289e-06, 1.05454e-06]
sph_mngt_err = [6.447700800000001e-10, 6.3266656e-10, 6.732803e-10, 6.4577898e-10, 6.156767399999999e-10, 6.338052e-10, 5.888276e-10, 5.61781e-10, 5.447393e-10, 5.774944e-10, 5.490111e-10, 5.411744e-10, 5.637762e-10, 4.914038e-10, 5.554029e-10, 5.355051e-10, 5.359335000000001e-10, 5.15725e-10, 4.743e-10, 4.527427e-10, 4.6399760000000006e-10]
sph_nubar = [2.49393, 2.49305, 2.49248, 2.49201, 2.49168, 2.49145, 2.49125, 2.49107, 2.49096, 2.49087, 2.49078, 2.49076, 2.4907, 2.49063, 2.49059, 2.49056, 2.49052, 2.49051, 2.49051, 2.49046, 2.49044]
sph_nubar_err = [8.728755e-06, 8.47637e-06, 8.474432e-06, 8.472834000000001e-06, 7.724208e-06, 8.221785e-06, 7.722875e-06, 7.722317e-06, 8.220168e-06, 8.967132e-06, 7.721418e-06, 8.71766e-06, 7.4721e-06, 8.468142e-06, 8.218947e-06, 8.218848e-06, 8.467768e-06, 8.467734e-06, 8.716785e-06, 8.467564e-06, 7.969407999999999e-06]
sph_fiss = [0.615287, 0.607705, 0.602282, 0.597786, 0.595313, 0.592972, 0.590662, 0.589252, 0.588389, 0.587069, 0.586692, 0.586122, 0.585504, 0.584885, 0.584843, 0.584496, 0.584054, 0.58357, 0.5838, 0.58316, 0.583152]
sph_fiss_err = [0.00014766888, 0.00016408035000000003, 0.00016261613999999999, 0.0001494465, 0.00015478138, 0.00014824300000000002, 0.00016538536, 0.00016499056, 0.00015298114, 0.00015850863, 0.00017014068, 0.00015825294000000001, 0.000146376, 0.00015207009999999998, 0.00016375603999999998, 0.00016365888, 0.00015185404, 0.00016339959999999999, 0.00015762599999999998, 0.0001574532, 0.00015745104]]
sph_leak = [0.003183432469113713, 0.002642330985638746, 0.0022239810914292195, 0.001892281946641266, 0.001640916837827208, 0.0014267695964070705, 0.0012574046722192605, 0.0011143976802060872, 0.0009988766647871564, 0.0008902710081643725, 0.0008036227478117851, 0.0007301987553753103, 0.0006644285620615041, 0.0006105576643867966, 0.0005596787169666125, 0.0005173859260327743, 0.0004801852467332552, 0.00044259986530101726, 0.00040710708260858163, 0.00038235664748736574, 0.00035621572212065814]
sph_leak_err = [5.006194280270451e-06, 5.052576983537861e-06, 4.275377918355355e-06, 3.996591306851366e-06, 3.6457616150976897e-06, 3.6118119290032952e-06, 3.497032061530631e-06, 3.0213664091012475e-06, 2.7481021388883846e-06, 2.645318621598887e-06, 2.604531283453728e-06, 2.2571477027976535e-06, 2.3527080445171893e-06, 2.222980086973364e-06, 2.311864436500902e-06, 2.0958217593201583e-06, 2.0219540222268076e-06, 1.9035170533707508e-06, 1.8200528378882562e-06, 1.801159566149214e-06, 1.852524821109692e-06]
